
Scanning: C:\CogniKube-COMPLETE-FINAL
Path: C:\CogniKube-COMPLETE-FINAL\__init__.py | Size: 0.55 KB | Last Modified: 07/14/2025 22:57:16
Path: C:\CogniKube-COMPLETE-FINAL\.continue\prompts\new-prompt.yaml | Size: 11.61 KB | Last Modified: 07/20/2025 18:35:27
Path: C:\CogniKube-COMPLETE-FINAL\.continue\rules\new-rule.md | Size: 11.45 KB | Last Modified: 07/20/2025 18:03:54
Path: C:\CogniKube-COMPLETE-FINAL\.vs\ProjectSettings.json | Size: 0.04 KB | Last Modified: 07/12/2025 21:29:42
Path: C:\CogniKube-COMPLETE-FINAL\.vs\slnx.sqlite | Size: 116 KB | Last Modified: 07/12/2025 21:46:57
Path: C:\CogniKube-COMPLETE-FINAL\.vs\VSWorkspaceState.json | Size: 0.06 KB | Last Modified: 07/12/2025 21:46:57
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\FileContentIndex\02eef3ba-7c48-4c3b-89a3-480835ab5a69.vsidx | Size: 4610.41 KB | Last Modified: 07/10/2025 19:25:42
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\FileContentIndex\0d92eb33-621c-4355-9ed8-a72750c0414f.vsidx | Size: 2072.72 KB | Last Modified: 07/12/2025 21:37:41
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\FileContentIndex\399664d3-115d-4506-9509-929db6344c7e.vsidx | Size: 5305.86 KB | Last Modified: 07/11/2025 02:29:31
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\FileContentIndex\3f1540e7-a9e1-4cbd-b08b-44699cfd7d06.vsidx | Size: 2853.92 KB | Last Modified: 07/10/2025 19:25:43
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\FileContentIndex\676bccbb-29a1-4eef-a3dd-8d50edb06dbb.vsidx | Size: 5476.24 KB | Last Modified: 07/10/2025 19:25:39
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\v17\DocumentLayout.backup.json | Size: 1.51 KB | Last Modified: 07/12/2025 21:44:30
Path: C:\CogniKube-COMPLETE-FINAL\.vs\CogniKube-COMPLETE-FINAL\v17\DocumentLayout.json | Size: 1.37 KB | Last Modified: 07/12/2025 21:46:56
Path: C:\CogniKube-COMPLETE-FINAL\.vscode\extensions.json | Size: 0.07 KB | Last Modified: 07/17/2025 23:50:02
Path: C:\CogniKube-COMPLETE-FINAL\assets\1080Eclipse.jpg | Size: 47.49 KB | Last Modified: 07/10/2025 19:22:51
Path: C:\CogniKube-COMPLETE-FINAL\assets\AetherealLogo.png | Size: 1611.12 KB | Last Modified: 07/10/2025 19:22:51
Path: C:\CogniKube-COMPLETE-FINAL\assets\orb.png | Size: 195.13 KB | Last Modified: 07/12/2025 01:06:34
Path: C:\CogniKube-COMPLETE-FINAL\cache\1060008b050a22676357f50fadfc06d2d1e0c3ead3f1c603c4161df90bd8931f-0.10-vscode.chunk | Size: 182476.07 KB | Last Modified: 07/16/2025 21:09:29
Path: C:\CogniKube-COMPLETE-FINAL\cache\1060008b050a22676357f50fadfc06d2d1e0c3ead3f1c603c4161df90bd8931f-0.10-vscode.index | Size: 51744.04 KB | Last Modified: 07/16/2025 21:09:28
Path: C:\CogniKube-COMPLETE-FINAL\cache\1060008b050a22676357f50fadfc06d2d1e0c3ead3f1c603c4161df90bd8931f-0.10-vscode.mapping | Size: 582.89 KB | Last Modified: 07/16/2025 21:09:28
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\Dockerfile | Size: 0.48 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\manifest.json | Size: 0.73 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\requirements.txt | Size: 0.07 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\core\cognikube_full.py | Size: 14.83 KB | Last Modified: 07/09/2025 04:23:01
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\services\lillith\code\lillith.py | Size: 4.84 KB | Last Modified: 07/15/2025 03:46:12
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\services\lillith\code\requirements.txt | Size: 0.09 KB | Last Modified: 07/15/2025 05:08:39
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\services\lillith\config\Dockerfile | Size: 0.21 KB | Last Modified: 07/15/2025 05:08:29
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\soul_data\lillith_emotional_intelligence_registry.json | Size: 8.69 KB | Last Modified: 07/11/2025 11:03:26
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\soul_data\lillith_gateway_services_registry.json | Size: 14.19 KB | Last Modified: 07/11/2025 11:18:50
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\soul_data\lillith_soul_seed.json | Size: 4.69 KB | Last Modified: 07/09/2025 04:23:01
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\consciousness\soul_data\lillith_will_to_live.json | Size: 7.55 KB | Last Modified: 07/09/2025 04:23:01
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\edge\Dockerfile | Size: 0.46 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\edge\manifest.json | Size: 0.74 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\edge\requirements.txt | Size: 0.07 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\edge\core\cognikube_full.py | Size: 14.83 KB | Last Modified: 07/09/2025 04:23:01
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\Dockerfile | Size: 0.47 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\manifest.json | Size: 0.81 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\requirements.txt | Size: 0.07 KB | Last Modified: 07/15/2025 08:58:57
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\core\cognikube_full.py | Size: 14.83 KB | Last Modified: 07/09/2025 04:23:01
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\services\heart\__init__.py | Size: 0.24 KB | Last Modified: 07/11/2025 02:28:35
Path: C:\CogniKube-COMPLETE-FINAL\cognikubes\heart\services\heart\heart_service.py | Size: 10 KB | Last Modified: 07/11/2025 02:28:35
